-0.501039	0.277252	-1.000000
0.226220	0.109765	1.000000
0.415310	-0.017530	1.000000
-0.364152	0.540930	-1.000000
-0.238747	-0.544826	-1.000000
-0.419115	-0.409170	-1.000000
-0.120694	-0.276362	1.000000
0.353963	-0.144703	1.000000
0.259279	-0.040409	1.000000
0.776451	-0.588536	-1.000000
0.078659	0.180264	1.000000
0.926826	0.022040	-1.000000
0.062673	0.099542	1.000000
-0.044554	0.123701	1.000000
-0.057611	0.596476	-1.000000
0.649197	-0.667716	-1.000000
0.539862	0.304542	-1.000000
0.489475	-0.616680	-1.000000
0.150579	-0.392848	1.000000
0.642281	0.004830	-1.000000
-0.252346	-0.435287	-1.000000
0.373379	-0.293495	1.000000
0.070458	-0.776554	-1.000000
-0.396390	0.426909	-1.000000
-0.899540	-0.225435	-1.000000
-0.686266	-0.360261	-1.000000
-0.079010	0.206787	1.000000
-0.713660	-0.411029	-1.000000
0.323387	0.630365	-1.000000
0.013537	-0.025246	1.000000
-0.173496	-0.725793	-1.000000
-0.314074	-0.121230	1.000000
0.963538	-0.021319	-1.000000
0.245493	0.115214	1.000000
0.066748	-0.401073	1.000000
-0.796590	-0.315771	-1.000000
-0.523689	0.557632	-1.000000
0.562975	0.499354	-1.000000
0.004665	0.041415	1.000000
0.583970	-0.229154	-1.000000
-0.223984	-0.275562	1.000000
-0.233168	-0.184920	1.000000
-0.276237	-0.116724	1.000000
-0.863491	-0.003355	-1.000000
-0.803035	-0.075753	-1.000000
0.634876	0.301910	-1.000000
0.639312	0.673994	-1.000000
0.771230	-0.243021	-1.000000
-0.475815	0.136398	1.000000
-0.239121	-0.112858	1.000000
0.161384	0.040380	1.000000
0.362291	0.885364	-1.000000
-0.099617	0.095530	1.000000
-0.429845	-0.394821	-1.000000
-0.755015	0.074600	-1.000000
0.352444	-0.108858	1.000000
-0.104439	0.522668	-1.000000
0.023441	-0.016341	1.000000
-0.013135	-0.285459	1.000000
0.143498	-0.269393	1.000000
-0.034322	-0.040255	1.000000
-0.086747	-0.445450	1.000000
-0.331959	0.595966	-1.000000
0.092344	-0.589663	-1.000000
-0.298499	-0.905176	-1.000000
0.436317	-0.682742	-1.000000
-0.108824	-0.156634	1.000000
-0.097464	-0.884526	-1.000000
0.184566	0.102704	1.000000
-0.241166	0.159985	1.000000
-0.549633	0.829452	-1.000000
0.219066	0.870671	-1.000000
0.034194	-0.598679	-1.000000
-0.197625	-0.339462	1.000000
-0.528404	0.609483	-1.000000
-0.343126	0.288752	1.000000
-0.318706	0.069816	1.000000
-0.344530	0.662229	-1.000000
-0.278088	-0.765789	-1.000000
-0.097306	-0.097312	1.000000
-0.121144	0.109687	1.000000
0.734642	-0.285992	-1.000000
-0.604850	0.485141	-1.000000
0.027704	-0.350704	1.000000
-0.136697	0.668009	-1.000000
0.472961	-0.264510	-1.000000
-0.616485	-0.568696	-1.000000
-0.394746	-0.648684	-1.000000
0.157746	-0.608456	-1.000000
0.565833	0.594060	-1.000000
0.330646	-0.942462	-1.000000
0.255662	-0.561792	-1.000000
-0.258698	0.883092	-1.000000
-0.320875	-0.435200	-1.000000
0.947346	0.278632	-1.000000
0.079078	0.203526	1.000000
0.287988	0.671092	-1.000000
0.918387	0.285602	-1.000000
0.750975	-0.610472	-1.000000
0.238052	0.292659	1.000000
